Title,Grammage,Selling Price,MRP,Discount %,Deal Tags,Quantity Bought,Rating,Reviews,Link,Ad/Not Ad,Date,Search Term,Pincode,Category
"Kikibix Almond, Chana Protein Cookies, High-Fibre Tasty & Healthy Snack For All Age Group, Low Calorie, No Maida, No Refined Sugar, No Preservative, Made With Jaggery- 130g x Pack of 2",130g,279,400,30.25,No Deal,50+ bought in past month,3.9,857,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTQxMTQwMDM3MTgyNjE4OjE3NDc2Mzg2NDQ6c3BfYXRmX25leHQ6MzAwNTEyNjcwNDc2NTMyOjowOjo&url=%2FKikibix-Protein-High-Fibre-Preservative-Jaggery%2Fdp%2FB09SB7D1D9%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM%26dib_tag%3Dse%26keywords%3Dcookies%26qid%3D1747638644%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Ad,19-05-2025,cookies,560005,cookies
Unibic Chocolate Chip Cookies 67.5 gram (Weight May Vary),67.5 g,25,30,16.67,No Deal,700+ bought in past month,4.3,"1,289",https://www.amazon.in/Unibic-Chocolate-Chip-Cookies-Weight/dp/B00CW9PJ4E/ref=sr_1_53_f3_0o_fs?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-53,Not Ad,19-05-2025,cookies,560005,cookies
"Karachi Bakery Chai Biscuit, 400g",400g,145,180,19.44,No Deal,1K+ bought in past month,3.8,"1,511",https://www.amazon.in/Karachi-Bakery-Chai-Biscuit-400g/dp/B0196I5YIE/ref=sr_1_54?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-54,Not Ad,19-05-2025,cookies,560005,cookies
"RiteBite Max Protein Assorted Cookies with 10g Protein, 4g Fiber | No Maida, GMO Free, No Preservatives | 7 Grain Breakfast Cookies, 55g (Pack of 6)",10g,241,320,24.69,No Deal,200+ bought in past month,4.8,11,https://www.amazon.in/RiteBite-Max-Protein-Preservatives-Breakfast/dp/B0DKJ6MDWM/ref=sr_1_56?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-56,Not Ad,19-05-2025,cookies,560005,cookies
Mid Break - Sugar Free Multigrain Cookies | Multigrain Biscuits | Sugar Free Multigrain Biscuits | Premium Handmade Cookies | 300 Gm | Pack of 1,300 g,223,230,3.04,No Deal,400+ bought in past month,4.2,747,https://www.amazon.in/MidBreak-Multigrain-Cookies-Biscuits-Handmade/dp/B0B947M6CG/ref=sr_1_57?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-57,Not Ad,19-05-2025,cookies,560005,cookies
Unibic Choco Kiss Cookies | Centre Filled Cookies | Chocolate Cookies 500gm,500g,170,340,50.0,No Deal,300+ bought in past month,4.1,"3,313",https://www.amazon.in/Unibic-Cookies-Centre-Filled-Chocolate/dp/B0D3V9K1NY/ref=sr_1_58?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-58,Not Ad,19-05-2025,cookies,560005,cookies
"Zerobeli Jowar Choco Chip Cookies – Wholesome & Chocolaty Millet 250g | No Maida, No Palm Oil, No Preservatives | Crafted with Jowar, Oats & Whole Wheat | High-Fiber & Delicious Snack for Kids & Adults I Healthy Snacks",250g,242,260,6.92,No Deal,50+ bought in past month,3.9,225,https://www.amazon.in/Zerobeli-Wholegrain-Jowar-Choco-Cookies/dp/B09XDY3QQF/ref=sr_1_59_f3_0o_fs?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-59,Not Ad,19-05-2025,cookies,560005,cookies
"Cadbury Oreo Vanilla Flavour Crème Sandwich Biscuit Mega Family Pack, 876.75 g",876.75 g,201,300,33.0,Limited time deal,3K+ bought in past month,4.4,"1,627",https://www.amazon.in/Oreo-Cadbury-Family-Biscuit-Vanilla/dp/B09ZV4W4DF/ref=sr_1_60_mod_primary_new?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-60,Not Ad,19-05-2025,cookies,560005,cookies
"Weleet Assorted Pack Of Multi Grain, Millet, Ragi & Banana Millet Digestive Cookies|Home/Office Snack|Free Of White Sugar & White Flour|100% Natural & Healthy (4 Flavours-360 Gm)",360 g,247,280,11.79,Limited time deal,600+ bought in past month,4.0,"2,202",https://www.amazon.in/Weleet-Assorted-Digestive-Cookies-Flavours-360/dp/B08L6TH1SD/ref=sr_1_61?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-61,Not Ad,19-05-2025,cookies,560005,cookies
"Britannia Good Day Butter Jeera Cookies, 450 g",450 g,160,180,11.11,No Deal,500+ bought in past month,4.1,55,https://www.amazon.in/Good-Day-Butter-Jeera-450g/dp/B0CB8VT4YT/ref=sr_1_62?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-62,Not Ad,19-05-2025,cookies,560005,cookies
Unibic Choco Ripple Cookies I Chocolate Biscuits I 494 g,494 g,115,190,39.47,No Deal,No data,5.0,1,https://www.amazon.in/Unibic-Ripple-Cookies-Chocolate-Biscuits/dp/B0DRPDYBWG/ref=sr_1_63?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-63,Not Ad,19-05-2025,cookies,560005,cookies
"CookieMan Happy Birthday Cookies Gift Pack - 300g | Assorted Biscuit in 5 Flavors: Choco Chip, Double Choco Chip, Butter Cashew, Black Currant & Mocha | Perfect For Special Occasion Gifting",300g,344,395,12.91,Limited time deal,200+ bought in past month,4.2,287,https://www.amazon.in/Cookieman-Assorted-Cookies-Gift-Pack/dp/B09B5B3VJB/ref=sr_1_64?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-64,Not Ad,19-05-2025,cookies,560005,cookies
Sugar Free D’Lite Choco Chip Cookies | Zero Added Sugar | Made with Oats & Quinoa 150g,150g,106,125,15.2,No Deal,200+ bought in past month,4.1,46,https://www.amazon.in/Sugar-Free-DLite-Cookies-Quinoa/dp/B0D88749VY/ref=sr_1_65_f3_0o_fs?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-65,Not Ad,19-05-2025,cookies,560005,cookies
"Bebe Burp-Organic Ragi,Whole Wheat, Oats & Chocolate Cookies | Natural Tasty & Healthy Cookies | No Preservatives & Artificial Flavors | Snacks For Kids, 600gm (Pack of 4)",600g,495,795,37.74,No Deal,300+ bought in past month,4.2,146,https://www.amazon.in/Burp-Organic-Chocolate-Cookies-Preservatives-Artificial/dp/B0C66L5GKN/ref=sr_1_66?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-66,Not Ad,19-05-2025,cookies,560005,cookies
"Open Secret Cookies | 12 Boxes, 2 Cookies Each | Healthy Snacks, Cookies Gift Hamper, Cookies Biscuits, Cookies Gift Packs, Healthy High Protein, No Maida, Gifts (12 X 2 = 24)",No Grammage,294,420,30.0,Limited time deal,100+ bought in past month,4.2,"1,653",https://www.amazon.in/OPEN-SECRET-Perfect-Chocolate-Biscuits/dp/B082BB3TV4/ref=sr_1_67?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-67,Not Ad,19-05-2025,cookies,560005,cookies
"Unibic Cookies, Assorted Cookies, 450 Gram (Pack Of 6 X 75 G) | Biscuits Combo Pack | Choco Chip Cookies | Butter Cookies | Fruit & Nut Cookies | Honey Oatmeal I Jeera Cookies | Cashew Cookies",450 g,160,200,20.0,No Deal,500+ bought in past month,4.2,"20,155",https://www.amazon.in/Unibic-Assorted-Cookies-450g-Pack/dp/B00TGSFIQS/ref=sr_1_68_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-68,Not Ad,19-05-2025,cookies,560005,cookies
"CookieMan Assorted Cookies Gift Tin| Premium Gift Box With Choco Chip, Double Choco Chip, Butter Cashew & Mocha Cookies For Special Occasions & Gifting,600 Gram",600 g,598,680,12.06,No Deal,20+ bought in past month,4.2,53,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTQxMTQwMDM3MTgyNjE4OjE3NDc2Mzg2NDQ6c3BfbXRmOjIwMDgyMjYwOTQ5NDAxOjowOjo&url=%2FCookieman-Assorted-Cookies-Butter-Currant%2Fdp%2FB09C2BC63B%2Fref%3Dsr_1_70_sspa%3Fdib%3DeyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM%26dib_tag%3Dse%26keywords%3Dcookies%26qid%3D1747638644%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Ad,19-05-2025,cookies,560005,cookies
"CookieMan Sugar Free Cashew Cookies - 250g | Healthy, No Maida, Sugar-Free Atta Biscuits | Low Calorie, Gluten-Free, Perfect for Health-Conscious Snackers | Rich in Protein & Fibre",250g,307,349,12.03,No Deal,50+ bought in past month,4.2,15,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTQxMTQwMDM3MTgyNjE4OjE3NDc2Mzg2NDQ6c3BfbXRmOjMwMDUzNjM1MDc0MDUzMjo6MDo6&url=%2FCookieMan-Sugar-Free-Cashew-Cookies%2Fdp%2FB0D7CLMNXV%2Fref%3Dsr_1_72_sspa%3Fdib%3DeyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM%26dib_tag%3Dse%26keywords%3Dcookies%26qid%3D1747638644%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Ad,19-05-2025,cookies,560005,cookies
"Sunfeast Farmlite Super Millets Ragi & Jowar Cookies, 75g",75g,45,50,10.0,No Deal,1K+ bought in past month,4.3,738,https://www.amazon.in/Sunfeast-Farmlite-Super-Millets-Cookies/dp/B0BTPSPP2K/ref=sr_1_73_f3_0o_fs?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-73,Not Ad,19-05-2025,cookies,560005,cookies
Sunfeast Mom's Magic Mom's Magic Rich Cashew Almond Cookies|Roasted Cashew Almond Biscuits|Rich Butter Cookies|Mom's Favorite Baked Cookies 560 Grams/584 Grams,560 g,111,150,26.0,No Deal,3K+ bought in past month,4.3,"16,284",https://www.amazon.in/Sunfeast-Moms-Magic-Cashew-Almond/dp/B07Q8T3G6M/ref=sr_1_74_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-74,Not Ad,19-05-2025,cookies,560005,cookies
"Mo's Raspberry Jam Cookies, 150G | Clean Snack with Richness of Raspberry | Vegan | 100% Natural & Preservatives Free",150g,274,295,7.12,No Deal,40+ bought in past month,3.8,174,https://www.amazon.in/Mos-Raspberry-Jam-150-Gm/dp/B092ZS84CF/ref=sr_1_75?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-75,Not Ad,19-05-2025,cookies,560005,cookies
"CookieMan Assorted Cookies Gift Pack Tin - 600g | Premium Family Pack Biscuits | Choco Chip, Double Choco Chip, Mocha & Butter Cashew Cookies | Made with High Quality Chocolates",600g,626,680,7.94,No Deal,40+ bought in past month,4.0,108,https://www.amazon.in/CookieMan-Assorted-Chocolate-Blackcurrant-Anniversary/dp/B08VS24V4L/ref=sr_1_76?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-76,Not Ad,19-05-2025,cookies,560005,cookies
"Sunfeast Farmlite Super Millets Ragi and Jowar Chocochip Cookies, Delightfully Tasty & Crunchy, Made with No Added Maida, Pack of 6 Millet Biscuits, 75g",75g,45,50,10.0,No Deal,1K+ bought in past month,4.3,500,https://www.amazon.in/Sunfeast-Farmlite-Millets-Chocochip-Cookies/dp/B0BTPR5P2X/ref=sr_1_77_f3_0o_fs?dib=eyJ2IjoiMSJ9.bOuB_SwWSdXdkQZy9DYzSc2FhwHYr_bDmNjiQNdr5PdYYqkX4knxnPG9a9DQwyD9tckzrjMbxNdWBjaFzLpQRkmJTp82_MlPfYhMKcoUCaqJTxpe28XUPH4agiqpSzsd7X1AoT-_7zIdNDsB24j5Iv-G0Vl6OGYerEUDWGStdBiMC3ptX0lc8RjrT7LGkpJkJocpQ8ZtspNaBe7i7ednfsretnswM_Fytc5uPdw7lAcHHy1qIIuDJ0HH_qE8TgUQZXaecbj5tBTjYFffBfC1HLHWcK_sHNiPDRm88X6iyRY.WburVeoCRILmaI4PKgfMzyfBO4HRCvZMkzho90YEouM&dib_tag=se&keywords=cookies&qid=1747638644&sr=8-77,Not Ad,19-05-2025,cookies,560005,cookies
