Title,Grammage,Selling Price,MRP,Discount %,Deal Tags,Quantity Bought,Rating,Reviews,Link,Ad/Not Ad,Date,Search Term,Pincode,Category
"JIWA healthy by nature Organic Ragi Flour, 1 Kg",1 kg,149,199,25.13,No Deal,1K+ bought in past month,4.2,"1,748",https://www.amazon.in/JIWA-healthy-nature-Organic-Flour/dp/B08BVPZJN9/ref=sr_1_103_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.lFKfNrXGeeD57wH0WVlWRhx6e7p4k_XXTm2Ts1kr9bGSkAsHiHdSeETmjdC-s7bmaOZozlAjE-vZ6AtGzOzasVx4_nzNEux9Zum01mmtl84uzcIm1PIfEG4Y-7IxVmAV5m3mQsrJg_Mwib-IQXzv60bMryoK7CFS7y0JA6Q55fyPvaqtRLTu70hauXsSsbbdvpn4_Ub3eVLXdQg85E0xO0TrxdZeayM8iz-cmghfA4rN-XOXeVVS3KS-UArDMz0r3rqohPjieuGC6864fZpoYF--Vy9e_usODI0Jgp8pXr4.vstIhagsxOoE3alJdJ2vXFYuGDFr5QfyY-5R92vhoqk&dib_tag=se&keywords=atta&qid=1747380082&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-103,Not Ad,16-05-2025,atta,400076,atta
Organic Delight Khapli Atta 5 kg (Pack Of 5) | Wheat Flour | High Dietary Fiber for Easy Digestion | Stoneground Emmer Wheat Flour | Gluten Free | Whole Wheat Flour Diabetes-Friendly,5 kg,749,1500,50.07,Limited time deal,20+ bought in past month,4.4,4,https://www.amazon.in/Organic-Delight-Digestion-Stoneground-Diabetes-Friendly/dp/B0CGV2PFC6/ref=sr_1_104?dib=eyJ2IjoiMSJ9.lFKfNrXGeeD57wH0WVlWRhx6e7p4k_XXTm2Ts1kr9bGSkAsHiHdSeETmjdC-s7bmaOZozlAjE-vZ6AtGzOzasVx4_nzNEux9Zum01mmtl84uzcIm1PIfEG4Y-7IxVmAV5m3mQsrJg_Mwib-IQXzv60bMryoK7CFS7y0JA6Q55fyPvaqtRLTu70hauXsSsbbdvpn4_Ub3eVLXdQg85E0xO0TrxdZeayM8iz-cmghfA4rN-XOXeVVS3KS-UArDMz0r3rqohPjieuGC6864fZpoYF--Vy9e_usODI0Jgp8pXr4.vstIhagsxOoE3alJdJ2vXFYuGDFr5QfyY-5R92vhoqk&dib_tag=se&keywords=atta&qid=1747380082&sr=8-104,Not Ad,16-05-2025,atta,400076,atta
"Nutty Yogi Organic Khapli Atta |Farro Long Wheat Atta, Javegodhi Flour, Wheat Grain, Long Grain I 400 g x 4 pack",400 g,349,No Price,0.0,No Deal,No data,3.8,80,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDUyOTg5NDI5NDgwNjkxOjE3NDczODAwODM6c3BfYnRmOjMwMDQ1MDE3NTU5MTgzMjo6MDo6&url=%2FNutty-Yogi-Organic-Javegodhi-Khapli%2Fdp%2FB09F92M74G%2Fref%3Dsr_1_107_sspa%3Fdib%3DeyJ2IjoiMSJ9.lFKfNrXGeeD57wH0WVlWRhx6e7p4k_XXTm2Ts1kr9bGSkAsHiHdSeETmjdC-s7bmaOZozlAjE-vZ6AtGzOzasVx4_nzNEux9Zum01mmtl84uzcIm1PIfEG4Y-7IxVmAV5m3mQsrJg_Mwib-IQXzv60bMryoK7CFS7y0JA6Q55fyPvaqtRLTu70hauXsSsbbdvpn4_Ub3eVLXdQg85E0xO0TrxdZeayM8iz-cmghfA4rN-XOXeVVS3KS-UArDMz0r3rqohPjieuGC6864fZpoYF--Vy9e_usODI0Jgp8pXr4.vstIhagsxOoE3alJdJ2vXFYuGDFr5QfyY-5R92vhoqk%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380082%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Ad,16-05-2025,atta,400076,atta
"Opulence Keto atta | LAB TESTED| NO PRESERVATIVES | 2g CARB PER CHAPATI |Gluten Free | Protein-Rich, Fiber-Rich | Premium Blend with Almond Flour, Coconut Flour, Pumpkin Seeds, Sunflower Seeds | Ideal for Keto Diet and Manage weight | 3kg ( 3 X 1kg )",2g,1545,1995,22.56,"Opulence Keto atta | LAB TESTED| NO PRESERVATIVES | 2g CARB PER CHAPATI |Gluten Free | Protein-Rich, Fiber-Rich | Premium Blend with Almond Flour, Coconut Flour, Pumpkin Seeds, Sunflower Seeds | Ideal for Keto Diet and Manage weight | 3kg ( 3 X 1kg )",No data,4.7,5,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MDUyOTg5NDI5NDgwNjkxOjE3NDczODAwODM6c3BfYnRmOjMwMDUyNDU0NDM0NzgzMjo6MDo6&url=%2FProtein-Rich-Fiber-Rich-Gluten-Free-Sunflower-Low-Carb%2Fdp%2FB0CG7HMJSH%2Fref%3Dsr_1_108_sspa%3Fdib%3DeyJ2IjoiMSJ9.lFKfNrXGeeD57wH0WVlWRhx6e7p4k_XXTm2Ts1kr9bGSkAsHiHdSeETmjdC-s7bmaOZozlAjE-vZ6AtGzOzasVx4_nzNEux9Zum01mmtl84uzcIm1PIfEG4Y-7IxVmAV5m3mQsrJg_Mwib-IQXzv60bMryoK7CFS7y0JA6Q55fyPvaqtRLTu70hauXsSsbbdvpn4_Ub3eVLXdQg85E0xO0TrxdZeayM8iz-cmghfA4rN-XOXeVVS3KS-UArDMz0r3rqohPjieuGC6864fZpoYF--Vy9e_usODI0Jgp8pXr4.vstIhagsxOoE3alJdJ2vXFYuGDFr5QfyY-5R92vhoqk%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380082%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Ad,16-05-2025,atta,400076,atta
"India Gate Basmati Feast Rozzana, 10 kg",10 kg,1085,No Price,0.0,No Deal,50+ bought in past month,4.2,285,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDE2MTAzMjM1MjU4NTYzOjE3NDczODAwOTc6c3BfYXRmOjMwMDE4NzEyNjA1MDQzMjo6MDo6&url=%2FIndia-Gate-Basmati-Feast-Rozzana%2Fdp%2FB08H2DVH9Q%2Fref%3Dsr_1_1_f3_0o_fs_sspa%3Fdib%3DeyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU%26dib_tag%3Dse%26keywords%3Drice%26qid%3D1747380097%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,rice,400076,rice
Daawat Super Basmati Rice 5Kg| Fluffy Long Grains| Cooked upto 20mm*,5kg,749,995,24.72,No Deal,5K+ bought in past month,4.3,"2,765",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDE2MTAzMjM1MjU4NTYzOjE3NDczODAwOTc6c3BfYXRmOjIwMDUzNzIzNTczMDAzOjowOjo&url=%2FDaawat-Super-Basmati-Free-Extra%2Fdp%2FB00SWKBO0K%2Fref%3Dsr_1_2_f3_0o_fs_sspa%3Fdib%3DeyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU%26dib_tag%3Dse%26keywords%3Drice%26qid%3D1747380097%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,rice,400076,rice
"India Gate Basmati Rice Bag, Classic, 5kg",5kg,1070,1170,8.55,No Deal,2K+ bought in past month,4.5,"1,188",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDE2MTAzMjM1MjU4NTYzOjE3NDczODAwOTc6c3BfYXRmOjMwMDEzMjcxNDY5NTQzMjo6MDo6&url=%2FIndia-Gate-Basmati-Rice-Classic%2Fdp%2FB011PQTBBG%2Fref%3Dsr_1_3_f3_0o_fs_sspa%3Fdib%3DeyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU%26dib_tag%3Dse%26keywords%3Drice%26qid%3D1747380097%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,rice,400076,rice
India Gate Basmati Rice Tibar (5kg),5kg,752,780,3.59,No Deal,400+ bought in past month,4.5,300,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDE2MTAzMjM1MjU4NTYzOjE3NDczODAwOTc6c3BfYXRmOjMwMDAwNzE1NTQ5MTMzMjo6MDo6&url=%2FIndia-Gate-Tibar-Basmati-Rice%2Fdp%2FB00NBSY65I%2Fref%3Dsr_1_4_f3_0o_fs_sspa%3Fdib%3DeyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU%26dib_tag%3Dse%26keywords%3Drice%26qid%3D1747380097%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Ad,16-05-2025,rice,400076,rice
Daawat Rozana Super Basmati Rice 5Kg| For Everyday Consumption| Cooked Grain Upto 13mm*| Naturally Aged,5kg,346,486,28.81,No Deal,20K+ bought in past month,4.0,"19,294",https://www.amazon.in/Daawat-Rozana-Super-Basmati-Rice/dp/B075754F89/ref=sr_1_5_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-5,Not Ad,16-05-2025,rice,400076,rice
"Daawat Sehat/Rozana Basmati Rice Mini Mogra, 5kg",5kg,287,325,11.69,No Deal,7K+ bought in past month,3.9,"4,628",https://www.amazon.in/Daawat-Rozana-Mini-Mogra-Rice/dp/B01MCYNYNY/ref=sr_1_6_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-6,Not Ad,16-05-2025,rice,400076,rice
India Gate Basmati Rice Everyday 5 kg,5 kg,480,No Price,0.0,No Deal,7K+ bought in past month,3.8,"2,672",https://www.amazon.in/India-Gate-Basmati-Rice-Everyday/dp/B0BBF1FT93/ref=sr_1_7_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-7,Not Ad,16-05-2025,rice,400076,rice
Daawat Rozana Gold Basmati Rice 5Kg| For Everyday Consumption| Cooked Grain Upto 15mm*| Naturally Aged,5kg,425,570,25.44,No Deal,8K+ bought in past month,4.2,"6,374",https://www.amazon.in/Daawat-Rozana-Gold-Basmati-Rice/dp/B00N2WFYB8/ref=sr_1_8_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-8,Not Ad,16-05-2025,rice,400076,rice
"Daawat Devaaya Everyday Rice, 5Kg",5kg,329,650,49.38,No Deal,3K+ bought in past month,3.8,"5,041",https://www.amazon.in/Daawat-Devaaya-Everyday-Rice-5Kg/dp/B08RFRBDH7/ref=sr_1_9_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-9,Not Ad,16-05-2025,rice,400076,rice
"India Gate Basmati Rice Bag, Mogra, 10kg",10kg,617,800,22.88,No Deal,2K+ bought in past month,4.2,"11,471",https://www.amazon.in/India-Gate-Basmati-Rice-Mogra/dp/B00PCCQR4O/ref=sr_1_10_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-10,Not Ad,16-05-2025,rice,400076,rice
Daawat Rozana Super Basmati Rice 1Kg| For Everyday Consumption| Cooked Grain Upto 13mm*| Naturally Aged,1kg,81,98,17.35,No Deal,6K+ bought in past month,4.0,"6,659",https://www.amazon.in/Daawat-Basmati-Rice-Rozana-Super/dp/B0756Y49DS/ref=sr_1_11_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-11,Not Ad,16-05-2025,rice,400076,rice
"FORTUNE Sona Masoori Rice, 5 kg",5 kg,349,550,36.55,No Deal,5K+ bought in past month,4.2,"2,985",https://www.amazon.in/FORTUNE-Fortune-Sona-Masoori-Rice/dp/B07WWPT5S2/ref=sr_1_12_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-12,Not Ad,16-05-2025,rice,400076,rice
"Kohinoor Charminar Long Grain Rice, 5 Kg",5 kg,314,599,47.58,No Deal,1K+ bought in past month,3.5,999,https://www.amazon.in/Kohinoor-Charminar-Long-Grain-5kg/dp/B079H9354R/ref=sr_1_13_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-13,Not Ad,16-05-2025,rice,400076,rice
"Daawat Devaaya, Long & Fluffy Grains Premium Rice, 5 Kg",5 kg,499,690,27.68,No Deal,5K+ bought in past month,4.4,"3,281",https://www.amazon.in/Daawat-Devaaya-Basmati-Rice-Old/dp/B00A4RM45I/ref=sr_1_14_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-14,Not Ad,16-05-2025,rice,400076,rice
"India Gate Basmati Rice FEAST ROZZANA, 5kg",5kg,585,No Price,0.0,No Deal,4K+ bought in past month,4.2,"5,843",https://www.amazon.in/India-Gate-Basmati-Rice-Rozana/dp/B01B7AEK2A/ref=sr_1_15_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-15,Not Ad,16-05-2025,rice,400076,rice
"Fortune Rozana Gold Basmati Rice, suitable for daily cooking, 1 kg",1 kg,91,130,30.0,No Deal,2K+ bought in past month,4.1,"4,803",https://www.amazon.in/Fortune-Rozana-Basmati-Rice-1kg/dp/B00YGMLWQO/ref=sr_1_16_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-16,Not Ad,16-05-2025,rice,400076,rice
"Amazon Brand - Vedaka Sona Masoori Rice, Steamed, 5 kg",5 kg,399,559,28.62,No Deal,1K+ bought in past month,4.3,629,https://www.amazon.in/Vedaka-Sona-Masoori-Rice-Steamed/dp/B0869XXRFS/ref=sr_1_18_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-18,Not Ad,16-05-2025,rice,400076,rice
"Fortune Rozana Gold Basmati Rice, suitable for daily cooking, 5 kg",5 kg,370,585,36.75,No Deal,1K+ bought in past month,4.2,"2,837",https://www.amazon.in/Fortune-Rozana-Basmati-Rice-5kg/dp/B00YGMM2MM/ref=sr_1_19_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-19,Not Ad,16-05-2025,rice,400076,rice
"Daawat Premium Sona Masuri Rice, 10 kg",10 kg,699,799,12.52,No Deal,2K+ bought in past month,4.0,"3,487",https://www.amazon.in/Daawat-Premium-Sona-Masuri-Rice/dp/B0796965QD/ref=sr_1_20_f3_0o_fs?dib=eyJ2IjoiMSJ9.miS9RGV6g8bDQpOT8GbOTmqArwkY2zyXq5Nq-On3H7qB2PzOGVmQo210K7PLSVedpOJHVWyjqwoWcmr_HtxWTv5G-juXwqepFL20PX0NGF70xNzUYC4u3mmTReXcLp4DM5wuJN-ZZ5LoP32GvXOby2CQe9q81VG6FuHdHpph9RG4ioRz2p2JmC0nuOoz_6lTsmFoKbJVE2vWiZRGqwO4OkGyMwEqSS8E_u1umri-vVY0AqrWpOeeSr6y7bN_bCOnlScm-xNapPU0R86omcyTFebQhOOYt1gTGpJJdvZ-2nc.Kvall2DUVbrtjlJqdUlBUrlvgnUDkdb63_qFdqADzgU&dib_tag=se&keywords=rice&qid=1747380097&sr=8-20,Not Ad,16-05-2025,rice,400076,rice
