Title,Grammage,Selling Price,MRP,Discount %,Deal Tags,Quantity Bought,Rating,Reviews,Link,Ad/Not Ad,Date,Search Term,Pincode,Category
"Fortune Chakki Fresh Atta, 1kg",1kg,60,No Price,0.0,No Deal,6K+ bought in past month,4.3,"5,162",https://www.amazon.in/Fortune-Chakki-Fresh-Atta-10kg/dp/B0821WLJVF/ref=sr_1_11_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-11,Not Ad,16-05-2025,atta,400076,atta
"Aashirvaad Select Premium Sharbati Atta for Vegetarian, 10kg",10kg,666,754,11.67,No Deal,3K+ bought in past month,4.5,"6,713",https://www.amazon.in/Aashirvaad-Select-Atta-10-kg/dp/B00XJELL5C/ref=sr_1_12_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-12,Not Ad,16-05-2025,atta,400076,atta
Fortune Premium Sharbati Atta 5Kg,5kg,286,355,19.44,No Deal,3K+ bought in past month,4.4,303,https://www.amazon.in/Fortune-Premium-Sharbati-Atta-5Kg/dp/B0CZTVMBBH/ref=sr_1_13_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-13,Not Ad,16-05-2025,atta,400076,atta
"Aashirvaad Atta with Multigrains, 10kg pack | High Fibre & High Protein Multigrain Atta | 6 Natural Grains",10kg,644,763,15.6,No Deal,2K+ bought in past month,4.4,"15,966",https://www.amazon.in/Aashirvaad-Atta-Multigrains-Bag-10000/dp/B08J4VQZDZ/ref=sr_1_14_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-14,Not Ad,16-05-2025,atta,400076,atta
"Nature's Superfoods Aashirvaad Organic Atta, 5kg",5kg,355,404,12.13,No Deal,3K+ bought in past month,4.4,"5,607",https://www.amazon.in/Natures-Superfoods-Aashirvaad-Organic-Atta/dp/B08HK2V1YD/ref=sr_1_15_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-15,Not Ad,16-05-2025,atta,400076,atta
Pillsbury Gold Madhya Pradesh Sharbati Whole Wheat Atta | Upto 12 hours of Softness| 5kg,5kg,406,No Price,0.0,No Deal,900+ bought in past month,4.2,"1,002",https://www.amazon.in/Pillsbury-Sharbati-Madhya-Pradesh-Softness/dp/B09QCQ4TW6/ref=sr_1_16_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-16,Not Ad,16-05-2025,atta,400076,atta
Pillsbury Multigrain Wheat Atta | 100% Wholegrain Atta | Upto 6 hours of Softness| 7 Natural Grains | 5Kg,5kg,321,386,16.84,No Deal,2K+ bought in past month,4.3,"4,808",https://www.amazon.in/Pillsbury-Multi-Grain-Atta-5kg/dp/B00S0MVV62/ref=sr_1_17_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-17,Not Ad,16-05-2025,atta,400076,atta
"Organic Tattva, Organic Whole Wheat Flour Chakki (ATTA), 5kg",5kg,343,399,14.04,No Deal,5K+ bought in past month,4.2,"4,607",https://www.amazon.in/Organic-Tattva-Wheat-Flour-5kg/dp/B00M57U2FY/ref=sr_1_18_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-18,Not Ad,16-05-2025,atta,400076,atta
"Aashirvaad Sugar Release Control Atta for Vegetarian, 5 Kg",5 kg,408,430,5.12,No Deal,1K+ bought in past month,4.4,"3,554",https://www.amazon.in/Aashirvaad-Sugar-Release-Control-Atta/dp/B06XDCQYQX/ref=sr_1_19_f3_0o_fs?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-19,Not Ad,16-05-2025,atta,400076,atta
Natureland Organics Whole Wheat Flour 5 Kg - Organic Wheat Flour,5 kg,319,399,20.05,No Deal,2K+ bought in past month,4.0,"1,189",https://www.amazon.in/Natureland-Organics-Whole-Wheat-Flour/dp/B07B9XWKWS/ref=sr_1_20?dib=eyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA&dib_tag=se&keywords=atta&qid=1747380067&sr=8-20,Not Ad,16-05-2025,atta,400076,atta
"TRIVAA ORGANICS Black Wheat Flour | Natural & Gluten-Free, Rich in Fiber, Protein, and Nutrients, Ideal for Baking, Cooking, and Healthy Recipes (Pack of 1) - 1kg",1kg,399,429,6.99,"TRIVAA ORGANICS Black Wheat Flour | Natural & Gluten-Free, Rich in Fiber, Protein, and Nutrients, Ideal for Baking, Cooking, and Healthy Recipes (Pack of 1) - 1kg",No data,No Rating,No Reviews,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTM0MDI2NDA0NDMzMzEyOjE3NDczODAwNjc6c3BfbXRmOjMwMDU2MDI4ODQwMTUzMjo6MDo6&url=%2FTRIVAA-ORGANICS-Natural-Gluten-Free-Nutrients%2Fdp%2FB0F32NHZ7H%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380067%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Ad,16-05-2025,atta,400076,atta
Indijan Multigrain Superfood Atta/Flour 5 Kg|11 Ingridients & 35% Millets+Superfoods/Low carb + Protein+ Vitamins+ Dietary fibre/100% Wholegrain/Immunity Booster/Diabetic Friendly/Low GI,5 kg,799,850,6.0,No Deal,30+ bought in past month,3.9,346,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTM0MDI2NDA0NDMzMzEyOjE3NDczODAwNjc6c3BfbXRmOjMwMDQzMDI0NjI3NzUzMjo6MDo6&url=%2FMultigrain-Superfood-Ingridients-Superfoods-Wholegrain%2Fdp%2FB0925YWX94%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.lLI79KZGXZSCTbsPqz3MYlO3xBbPv5DN4gc0uBmiSuUkh2OkVTF8y_6PWlJvjqktaQLdWX2ASEWSX9TV3jlw_uzv-KqDWtj4KMzn-bqxxECZY9QS_MwUFhmB-DwQ7vctGmjdEV176G3hxWwPBlgBTmLYyWA6RpCFQFJsE5FA15UwhmM3d_2cbefJL-N84sCpnArnJG9NReYi141TRobKXDHsdUMXQ2_HkH0twgFJ5lraDtafKlagAugcol6G2KqXhLUVL8darhZj-3ftqVZxYY-qq0BKmCjs9iTRFLTRWCA.C7UFmSTQ8YrKmOjfmY5JYGzPy-ccsTultM1f6yMZMYA%26dib_tag%3Dse%26keywords%3Datta%26qid%3D1747380067%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Ad,16-05-2025,atta,400076,atta
